FantraxName,FantraxTeam,FantraxPosition,FantraxPlayerId,FangraphsName,FangraphsTeam,FangraphsPosition,FangraphsPlayerId
Johan Mieses,BOS,OF,*03ne1*,,,,
Juan Olmos,KC,C,*05yio*,,,,
Stephen Paolini,ATL,OF,*0514c*,,,,
Tommy Parsons,STL,SP,*04zss*,,,,
Cristian Perez,DET,OF,*066m2*,,,,
Luis Pino,STL,OF,*05uob*,,,,
Luis Ramirez,TEX,SP,*05zy9*,,,,
Jaden Rudd,TOR,OF,*05y3c*,,,,
Bobby Seymour,TB,1B,*05jrw*,,,,
Armani Smith,SF,OF,*05159*,,,,
Michel Triana,CIN,3B,*0570r*,,,,
Christian Vasquez,TOR,"2B,SS",*031fl*,,,,
Aaron Whitefield,LAA,OF,*04amk*,,,,
Jared Young,CHC,2B,*04eoj*,,,,
Luis Abad,HOU,SP,*025kz*,,,,
Pablo Abreu,(N/A),OF,*04b20*,,,,
Daison Acosta,NYM,SP,*04c0s*,,,,
Logan Allen,TB,OF,*051az*,,,,
Mack Anglin,KC,SP,*0648q*,,,,
David Baker,BAL,P,*02hct*,,,,
Starlin Beltre,TOR,OF,*05gbk*,,,,
Ray Black,MIL,RP,*02bvi*,,,,
Jose Bonilla,LAA,SS,*05g3s*,,,,
Rex Brothers,MIL,RP,*01sbf*,,,,
C.J. Chatham,(N/A),SS,*041q0*,,,,
Kevin Cron,(N/A),1B,*02bse*,,,,
Trent Deveaux,(N/A),OF,*04mkp*,,,,
Parker Dunshee,OAK,RP,*041y7*,,,,
Matthew Dyer,TB,C,*05mrf*,,,,
Tim Elko,CHW,3B,*066da*,,,,
Jaydenn Estanista,PHI,RP,*0641j*,,,,
Matt Frisbee,SF,SP,*04py8*,,,,
Jake Gatewood,LAA,1B,*032ll*,,,,
Gregory Guerrero,NYM,2B,*03pzq*,,,,
Elier Hernandez,TEX,OF,*02i19*,,,,
Brandon Howlett,(N/A),3B,*04q46*,,,,
Larson Kindreich,TEX,SP,*05yao*,,,,
Luis Liberato,SD,OF,*02ybv*,Luis Liberato,SDP,OF/DH,17307
Eddy Martinez,(N/A),OF,*03p9g*,,,,
Nomar Medina,SF,SP,*061zd*,,,,
Yoansy Moreno,ATL,OF,*05h3z*,,,,
Jacob Nix,(N/A),SP,*03dee*,,,,
Renato Nunez,(N/A),1B,*024b8*,,,,
Braden Olthoff,LAA,SP,*05tb0*,,,,
David Parkinson,PHI,SP,*04em0*,,,,
Henry Ramos,KC,OF,*05yho*,,,,
Buddy Reed,(N/A),OF,*03yk5*,,,,
Jake Reindl,CHC,P,*04q0c*,,,,
Jomar Reyes,BAL,3B,*03as3*,,,,
Trey Riley,ATL,RP,*04pr5*,,,,
Julio Robaina,HOU,RP,*05ui0*,,,,
Dionys Rodriguez,STL,RP,*05umz*,,,,
Ronny Rojas,NYY,SS,*04l96*,,,,
Jadiel Sanchez,PHI,OF,*0519a*,,,,
Tyler Schlaffer,CHC,P,*05174*,,,,
Stephen Scott,BOS,OF,*057w1*,,,,
Enrique Segura,PHI,SP,*06422*,,,,
Davis Sharpe,(N/A),SP,*05u9f*,,,,
Nick Sinacola,SF,RP,*05xq3*,,,,
D.J. Stewart,PHI,3B,*05t7s*,,,,
Drew Strotman,(N/A),SP,*04eg8*,,,,
Felix Tena,COL,OF,*05ri0*,,,,
Curtis Terry,(N/A),1B,*03qr3*,,,,
Grant Witherspoon,DET,OF,*04pq3*,,,,
Andy Yerzy,(N/A),C,*041q5*,,,,
Jacob Young,WSH,OF,*05yaf*,,,,
Jhoulys Chacin,(N/A),RP,*01cgs*,,,,
Ben Hess,(N/A),SP,*066iq*,,,,
Conner Menez,(N/A),RP,*041ym*,,,,
PJ Morlando,(N/A),1B,*06328*,,,,
Scott Moss,(N/A),SP,*041r8*,,,,
Lewis Thorpe,(N/A),SP,*02yop*,,,,
Andelzon Abad,MIA,SP,*064nr*,,,,
Deivid Alcantara,CIN,OF,*05gtb*,,,,
Diosbel Arias,TEX,SS,*04of1*,,,,
Jordy Arias,TEX,SP,*061yn*,,,,
Trey Ball,BOS,SP,*02zgd*,,,,
Will Bartlett,CLE,"C,1B",*05172*,,,,
Mariel Bautista,(N/A),OF,*04byw*,,,,
Michael Beltre,(N/A),OF,*04aoc*,,,,
Juan Benjamin,CLE,2B,*062hw*,,,,
Carter Bins,PIT,C,*05187*,,,,
Garrett Burhenn,DET,SP,*05yc2*,,,,
Thomas Burrows,ATL,SP,*041ri*,,,,
Oliver Carrillo,SD,OF,*062yz*,,,,
Jesus Castillo,PIT,SS,*062l1*,,,,
Christian Cerda,ARI,C,*05m6g*,,,,
Parker Chavers,CHC,OF,*05gs2*,,,,
Angel Chivilli,COL,SP,*05j8o*,,,,
Jose Contreras,TB,OF,*061wf*,,,,
Tyler Danish,WSH,RP,*0311e*,,,,
Tyler Dearden,BOS,OF,*04ob8*,,,,
Eduardo Diaz,ARI,OF,*04i5r*,,,,
Tony Dibrell,NYM,SP,*04egg*,,,,
Luis Durango,CLE,OF,*05j8v*,,,,
Jerad Eickhoff,PIT,SP,*02c29*,,,,
Leandro Emiliani,WSH,1B,*05ama*,,,,
Sandro Fabian,(N/A),OF,*03o3v*,,,,
J.C. Flowers,PIT,"OF,P",*0421a*,,,,
Wander A. Franco,HOU,3B,*03yuw*,,,,
Tyler Frank,TB,"2B,SS",*04pml*,,,,
Josh Fuentes,(N/A),3B,*0413a*,,,,
Juan Garcia,WSH,SS,*05gt8*,,,,
Grayson Greiner,COL,C,*03das*,,,,
Ben Heller,ATL,RP,*031gh*,,,,
Yilber Herrera,MIN,SS,*05yiy*,,,,
Adam Hill,SEA,SP,*04pq0*,,,,
Darius Hill,CHC,OF,*051f3*,,,,
Brian Howard,OAK,SP,*0420x*,,,,
Bryan Hudson,CHC,RP,*03svw*,,,,
Ender Inciarte,(N/A),OF,*02z95*,,,,
LJ Jones,STL,OF,*05mrw*,,,,
Marshall Kasowski,LAD,RP,*04emz*,,,,
Marcus Lee Sang,PHI,OF,*0518j*,,,,
Grant Little,SD,OF,*04pn4*,,,,
Jairo Lopez,HOU,RP,*05gvs*,,,,
Willie MacIver,COL,C,*04ptr*,,,,
Angel Macuare,HOU,RP,*04b21*,,,,
Robby Martin,COL,"OF,P",*05gs8*,,,,
"Ernesto Martinez, Jr.",MIL,1B,*04dws*,,,,
Daniel Mateo,TEX,OF,*05xp5*,,,,
Connor McCullough,CHW,SP,*0662x*,,,,
Ben Metzinger,MIL,3B,*06499*,,,,
Gabe Moncada,SEA,"1B,OF",*05xuf*,,,,
Tanner Myatt,NYY,P,*04pvr*,,,,
Robert Neustrom,BAL,OF,*04pr0*,,,,
Dedniel Nunez,NYM,SP,*050vo*,,,,
Corey Oswalt,COL,RP,*02n0s*,,,,
Carlos Pacheco,OAK,OF,*060gh*,,,,
Spencer Packard,SEA,OF,*05yhu*,,,,
Ezequiel Pagan,CHC,OF,*04q7h*,,,,
Viandel Pena,WSH,2B,*052ib*,,,,
Francisco Perez,OAK,RP,*04al9*,,,,
Jack Perkins,OAK,SP,*0657l*,,,,
Gregory Polanco,(N/A),OF,*02jy0*,,,,
Jawilme Ramirez,NYM,SP,*063gl*,,,,
John Rave,KC,OF,*0513s*,,,,
Luis Rijo,MIN,SP,*04muf*,,,,
Kramer Robertson,STL,SS,*04efz*,,,,
Will Savage,DET,2B,*041zp*,,,,
Max Schuemann,OAK,SS,*04q24*,,,,
TJ Shook,MIL,RP,*05t66*,,,,
Riley Smith,COL,RP,*04260*,,,,
Rodney Theophile,WSH,SP,*0616m*,,,,
Daniel Tillo,SF,SP,*04efj*,,,,
Will Toffey,PHI,3B,*03dv6*,,,,
Ka'Ai Tom,(N/A),OF,*03qlf*,,,,
Jojanse Torres,HOU,SP,*04tx6*,,,,
Miguel Ugueto,BOS,OF,*05x06*,,,,
Andy Weber,CHC,2B,*04prd*,,,,
Tyler White,NYM,1B,*03oxd*,,,,
Luke Albright,ARI,SP,*05tb4*,,,,
Adrian Alcantara,KC,SP,*0554y*,,,,
Eliezer Alfonzo,DET,"C,1B",*04ug3*,,,,
Brayan Altuve,CHC,C,*05295*,,,,
Elvis Alvarado,DET,RP,*041g5*,,,,
Brett Anderson,(N/A),SP,*01c1p*,,,,
Charlis Aquino,SD,SS,*052ft*,,,,
Stiward Aquino,LAA,RP,*04n0i*,,,,
Gabriel Arias,TB,SP,*03d59*,,,,
Jalen Battles,TB,SS,*0648w*,,,,
Luke Berryhill,HOU,C,*0519x*,,,,
Jack Blomgren,COL,SS,*05mrr*,,,,
Marcos Brito,(N/A),2B,*04aj7*,,,,
Moises Brito,LAD,RP,*063do*,,,,
Donovan Casey,WSH,OF,*04erx*,,,,
Anthony Castro,WSH,RP,*03c7k*,,,,
Jason Castro,(N/A),C,*01cde*,,,,
Wandisson Charles,OAK,SP,*04o0a*,,,,
Yan Contreras,CIN,SS,*05197*,,,,
Riley Cornelio,WSH,RP,*04yij*,,,,
Chase Davis,(N/A),OF,*05jrf*,,,,
Luis De Avila,ATL,SP,*061p7*,,,,
Travis Demeritte,(N/A),OF,*0310h*,,,,
Mishael Deson,BAL,OF,*05j8p*,,,,
Will Ethridge,COL,P,*0513r*,,,,
Dylan File,MIL,SP,*04esk*,,,,
Cody Freeman,TEX,SS,*0513g*,,,,
Freddy Galvis,(N/A),SS,*01urs*,,,,
David Garcia,TEX,C,*049vk*,,,,
Jhostynxon Garcia,BOS,OF,*05j8u*,,,,
Johanfran Garcia,BOS,C,*05yig*,,,,
Isiah Gilliam,CIN,OF,*03duw*,,,,
Marcos Gonzalez,CLE,SS,*04b3h*,,,,
Adam Hackenberg,CHW,C,*05yeq*,,,,
Eric Jenkins,TEX,OF,*03pop*,,,,
Antonio Jimenez,TB,SP,*05uvv*,,,,
Jared Johnson,ATL,P,*051ay*,,,,
Nick Kahle,MIL,C,*0513a*,,,,
Kwang Hyun Kim,(N/A),RP,*057vg*,,,,
Carlos Lagrange,NYY,SP,*062h4*,,,,
Iverson Leonardo,DET,OF,*05lp1*,,,,
Enderso Lira,BOS,C,*05rdn*,,,,
Ryan Loutos,STL,RP,*062sf*,,,,
Trey Martin,CHC,OF,*02bzz*,,,,
Joan Martinez,BOS,RP,*04aoz*,,,,
Kevin McGonigle,(N/A),SS,*05yby*,,,,
Humberto Mejia,NYM,SP,*03ytp*,,,,
Mitch Moreland,(N/A),1B,*01scf*,,,,
John Nogowski,WSH,1B,*03pio*,,,,
Ryan Nutof,CIN,P,*04eoo*,,,,
Jedixson Paez,BOS,SP,*05xzr*,,,,
Miguel Palma,HOU,C,*05y3s*,,,,
Joseph Paxson,LAD,P,*02hcg*,,,,
Zach Peek,BAL,P,*0514h*,,,,
Bryan Perez,COL,SP,*05xuj*,,,,
Dominic Pipkin,PHI,SP,*04ptv*,,,,
Chuckie Robinson,CIN,C,*04244*,,,,
Jose Rojas,(N/A),OF,*04lo8*,,,,
Sergio Romo,SF,RP,*005k4*,,,,
Dilan Rosario,SF,SS,*0514y*,,,,
Agustin Ruiz,SD,OF,*04c0v*,,,,
Rodolfo Sanchez,PHI,SP,*05j8f*,,,,
Travis Shaw,(N/A),3B,*02bwm*,,,,
Avery Short,ARI,P,*0519b*,,,,
Dwight Smith Jr.,CHW,OF,*02br0*,,,,
D'Andre Smith,NYM,SS,*05jq1*,,,,
Devin Sweet,SEA,SP,*059ed*,,,,
Luis Tejeda,PIT,SS,*04yr9*,,,,
Sam Thoresen,CHC,SP,*05t0n*,,,,
River Town,KC,OF,*05yhk*,,,,
Tommy Troy,(N/A),SS,*05jse*,,,,
Pat Valaika,(N/A),2B,*0312o*,,,,
Je'Von Ward,MIL,OF,*04em1*,,,,
Jacob Webb,PIT,P,*03dra*,,,,
Josh White,MIA,SP,*05zyb*,,,,
Chris Wright,SF,RP,*0518y*,,,,
Woo Jin An,(N/A),SP,*067xv*,,,,
Brent Abernathy,WSH,2B,*01526*,,,,
Nelfy Abreu,BOS,SS,*04nfk*,,,,
Francisco Acuna,PIT,SS,*04mm0*,,,,
Brady Allen,DET,OF,*05y4h*,,,,
Clayton Andrews,MIL,SP,*04pzw*,,,,
Edgar Barclay,NYY,P,*051bv*,,,,
Alec Bettinger,(N/A),SP,*04ekb*,,,,
Chris Betts,LAD,C,*03pj0*,,,,
Scott Blewett,ATL,RP,*03d7c*,,,,
Jacob Burke,CHW,OF,*06584*,,,,
Ty Buttrey,HOU,RP,*02myb*,,,,
Connor Cannon,NYY,1B,*051d3*,,,,
Demetrio Crisantes,ARI,SS,*064o4*,,,,
Brett Cumberland,BAL,C,*041qf*,,,,
Kyle Datres,COL,3B,*04pw0*,,,,
Braxton Davidson,ATL,OF,*03c62*,,,,
Jose Davila,STL,RP,*05h7l*,,,,
Luis De La Rosa,BOS,SP,*052i1*,,,,
Theo Denlinger,BOS,SP,*05yft*,,,,
Ross Detwiler,(N/A),RP,*000z0*,,,,
Marcos Diplan,(N/A),RP,*0321k*,,,,
Hunter Dobbins,BOS,RP,*05y6w*,,,,
Cameron Eden,TOR,"2B,3B,SS,OF",*0514l*,,,,
Aroon Escobar,PHI,3B,*06423*,,,,
Ewry Espinal,PIT,OF,*05gdj*,,,,
Tommy Eveld,MIA,RP,*041uy*,,,,
Kyle Glogoski,PHI,SP,*050rb*,,,,
Luis Gonzalez,BAL,OF,*05re1*,,,,
Tyler Greene,PHI,SS,*02byr*,,,,
Cadyn Grenier,(N/A),SS,*03qxe*,,,,
Matt Harvey,(N/A),SP,*01uv3*,,,,
Ronald Hernandez,MIA,C,*05rk5*,,,,
Patrick Hilson,SF,OF,*04pro*,,,,
Douglas Hodo III,BAL,OF,*0649b*,,,,
Quentin Holmes,(N/A),OF,*04ef5*,,,,
Branlyn Jaraba,MIL,SS,*04ybn*,,,,
Denny Larrondo,NYY,SP,*04yco*,,,,
Jordan Leasure,LAD,RP,*0614c*,,,,
Zachary Leigh,CHC,RP,*05y9i*,,,,
Isaiah Lowe,SD,SP,*06586*,,,,
James Marinan,CIN,SP,*04egi*,,,,
Zach Maxwell,CIN,RP,*0648f*,,,,
Blaine McIntosh,NYM,OF,*051a0*,,,,
Jacob Meador,LAD,SP,*06498*,,,,
Dakota Mekkes,CHC,RP,*041vi*,,,,
Alejandro Melean,TOR,RP,*04nkc*,,,,
Kevin Merrell,(N/A),SS,*04eef*,,,,
Zane Mills,STL,SP,*05xoe*,,,,
Kadon Morton,ATL,OF,*051ew*,,,,
Juan Nunez,BAL,SP,*063a0*,,,,
Darren O'Day,(N/A),RP,*00573*,,,,
D'Angelo Ortiz,(N/A),3B,*05ilo*,,,,
Pedro Pages,STL,C,*0514k*,,,,
D.J. Peterson,COL,1B,*0373q*,,,,
Jared Poland,MIA,SP,*064o5*,,,,
Anthony Prato,MIN,SS,*0515d*,,,,
Jorge Puerta,LAD,"C,1B,OF",*05yl5*,,,,
Yasiel Puig,(N/A),OF,*02muz*,,,,
Juan Querecuto,SEA,SS,*04mlk*,,,,
Cody Reed,ARI,SP,*0311g*,,,,
Eric Reyzelman,NYY,SP,*064n7*,,,,
Caleb Roberts,ARI,"C,OF",*05xov*,,,,
Alfredo Rodriguez,WSH,SS,*048to*,,,,
CJ Rodriguez,OAK,C,*05yb6*,,,,
Adrian Rondon,(N/A),SS,*03eeu*,,,,
Jake Rucker,(N/A),3B,*05tca*,,,,
Ali Sanchez,ARI,C,*033lr*,,,,
Rayner Santana,SF,C,*052if*,,,,
Alvaro Seijas,(N/A),RP,*03rwb*,,,,
Chris Shaw,(N/A),OF,*03pjh*,,,,
Aaron Shortridge,PIT,SP,*04pqc*,,,,
Justin Slaten,TEX,P,*0512q*,,,,
Will Stewart,MIA,SP,*03qw8*,,,,
Carlos Tavera,BAL,SP,*05y73*,,,,
Eric Thames,(N/A),1B,*025d4*,,,,
Ronald Torreyes,(N/A),3B,*025i0*,,,,
Esmerlyn Valdez,PIT,OF,*05rbw*,,,,
Ryan Weiss,KC,SP,*04pq7*,,,,
Alex Williams,MIA,SP,*06489*,,,,
Brandon Young,BAL,RP,*05r3a*,,,,
Taylor Young,LAD,2B,*065nt*,,,,
Masahiro Abe,(N/A),2B,*01c4m*,,,,
Sandro Bargallo,MIA,RP,*060vt*,,,,
Travis Bazzana,(N/A),"2B,SS",*05zde*,,,,
Jared Beck,BAL,SP,*065ix*,,,,
Blake Beers,OAK,SP,*061hw*,,,,
Cole Brannen,(N/A),OF,*04ef4*,,,,
Jean Cabrera,PHI,SP,*05ww7*,,,,
Sam Clay,DET,RP,*03day*,,,,
Trevor Clifton,CHC,SP,*03134*,,,,
Adisyn Coffey,CHW,P,*05mrb*,,,,
Steven Cruz,KC,RP,*05tjx*,,,,
Tommy Doyle,COL,RP,*04ef7*,,,,
Jesse Estrada,CHC,RP,*021n6*,,,,
Aaron Fletcher,(N/A),RP,*04py2*,,,,
Abel Fuerte,ARI,SP,*061sz*,,,,
John Gant,(N/A),SP,*03c8u*,,,,
Brett Gardner,(N/A),OF,*00qk8*,,,,
Ashton Goudeau,DET,RP,*02ymt*,,,,
Foster Griffin,(N/A),RP,*03caf*,,,,
Fernando Guanare,LAA,SP,*05xmu*,,,,
Blair Henley,HOU,RP,*0424v*,,,,
Osvaldo Hernandez,SD,SP,*04aoe*,,,,
Wilkel Hernandez,LAA,SP,*04avd*,,,,
Carter Holton,MIL,SP,*05yit*,,,,
Tyler Kolek,(N/A),SP,*03b6l*,,,,
Brooks Kriske,KC,RP,*041t2*,,,,
Travis Kuhn,SEA,RP,*060mr*,,,,
Turner Larkins,TOR,P,*04esh*,,,,
Jake Latz,TEX,SP,*03div*,,,,
Landon Leach,ATL,SP,*04eeo*,,,,
Aldo Leija,SD,SP,*062cd*,,,,
Josh Lindblom,(N/A),RP,*01cf6*,,,,
Desmond Lindsay,(N/A),OF,*03pot*,,,,
Jose Lopez,CIN,SP,*03zld*,,,,
Gerelmi Maldonado,SF,SP,*0620s*,,,,
Riley Martin,CHC,SP,*05yam*,,,,
Jordi Martinez,PHI,SP,*05rgd*,,,,
Bryce McGowan,COL,SP,*05y68*,,,,
Mason McGwire,CHC,SP,*05zdb*,,,,
Marcos Molina,NYM,SP,*03avy*,,,,
Jean Munoz,SEA,SP,*0637l*,,,,
Hector Perez,TB,SP,*043ny*,,,,
Tristan Pompey,(N/A),OF,*04mrm*,,,,
Roniel Raudes,BOS,SP,*03rwc*,,,,
Jorge Rodriguez,BOS,SP,*05gby*,,,,
Jose Salvador,LAA,SP,*04ykf*,,,,
Javier Santos,CLE,SP,*066bx*,,,,
Hagen Smith,(N/A),SP,*05zd4*,,,,
Chad Spanberger,(N/A),1B,*04ehr*,,,,
Evan Steele,KC,P,*04ef8*,,,,
Joander Suarez,NYM,SP,*055hw*,,,,
Samuel Valerio,KC,SP,*05keg*,,,,
Arodys Vizcaino,KC,RP,*01see*,,,,
Matt Waldron,SD,SP,*051e5*,,,,
Ryan Watson,BAL,RP,*061cq*,,,,
Marvin Alcantara,BOS,2B,*061x3*,,,,
Abraham Almonte,NYM,OF,*037u4*,Abraham Almonte,NYM,OF/DH,5486
Andres Alvarez,PIT,"2B,SS",*051h2*,,,,
Derek Bernard,COL,SS,*0633e*,,,,
Ryan Boldt,TB,OF,*031gi*,,,,
Bryson Brigman,LAD,SS,*041qn*,,,,
Noah Cardenas,MIN,C,*05y2j*,,,,
Jackson Cluff,WSH,SS,*05150*,,,,
Juan Corniel,ARI,SS,*05u3s*,,,,
Josh Crouch,DET,C,*05yno*,,,,
John Cruz,NYY,OF,*06200*,,,,
Kelvin Diaz,BOS,2B,*05itw*,,,,
Clay Dungan,KC,SS,*0516r*,,,,
Rodolfo Duran,NYY,C,*04yj5*,,,,
Cristian Feliz,TOR,OF,*05it8*,,,,
Derlin Figueroa,LAD,2B,*066td*,,,,
Randy Florentino,TEX,C,*04u6u*,,,,
Jose Gomez,CLE,OF,*0623o*,,,,
Anfernee Grier,ARI,OF,*0410o*,,,,
Maurice Hampton,SD,OF,*04yi9*,,,,
Sammy Hernandez,TOR,C,*065j9*,,,,
Jacob Hurtubise,CIN,OF,*05r9h*,,,,
Freddy La Flor,MIN,SS,*05ren*,,,,
Johnabiell Laureano,CHW,OF,*05itx*,,,,
Luis Laurencio,DET,3B,*046tf*,,,,
Drew Lugbauer,ATL,C,*03dt6*,,,,
Ben Malgeri,DET,OF,*05yhl*,,,,
Daniel McElveny,BOS,2B,*05xyv*,,,,
Darlin Moquete,STL,OF,*058ta*,,,,
Ronaiker Palma,COL,C,*04ug2*,,,,
Obie Ricumstrict,TEX,"3B,SS",*04ell*,,,,
Leonardo Rivas,SEA,SS,*04ave*,,,,
Sean Roby,SF,3B,*04pw8*,,,,
Drew Swift,OAK,SS,*05xq5*,,,,
Carlos Vargas,TB,SS,*03ytr*,,,,
Jheremy Vargas,MIL,SS,*05j8z*,,,,
Brady Whalen,STL,"2B,SS",*041xc*,,,,
Wyatt Young,NYM,SS,*05yny*,,,,
Adam Zebrowski,ATL,C,*060qi*,,,,
Kenta Abe,(N/A),RP,*01c4l*,,,,
Alaska Abney,CLE,RP,*05y70*,,,,
Juan Carlos Abreu,BOS,OF,*0425i*,,,,
Randy Acevedo,KC,SP,*04085*,,,,
Agustin Acosta,LAD,OF,*061tn*,,,,
Aldry Acosta,LAD,SP,*04nr0*,,,,
Travis Adams,MIN,SP,*05ybe*,,,,
Brett Adcock,HOU,P,*041re*,,,,
Ty Adcock,SEA,P,*0516e*,,,,
Frandy Almonte,TEX,"3B,OF",*05w93*,,,,
Jhosmer Alvarez,ARI,SP,*04si4*,,,,
Shendrik Apostel,(N/A),1B,*04p6d*,,,,
Alex Ayala Jr.,TB,SP,*05y69*,,,,
Pedro Baez,(N/A),RP,*01sdu*,,,,
Max Bain,CHC,RP,*05rfd*,,,,
Andrew Bechtold,MIN,3B,*04egk*,,,,
Godwin Bennett,CHW,OF,*065iq*,,,,
Dellin Betances,(N/A),RP,*01ciq*,,,,
Bret Boswell,COL,2B,*04eiy*,,,,
Daniel Brito,(N/A),2B,*03nes*,,,,
Jorge Burgos,CLE,OF,*05uy6*,,,,
Cam Caminiti,(N/A),1B,*062e0*,,,,
Rayner Castillo,DET,SP,*05xng*,,,,
Frainyer Chavez,TEX,"2B,3B,SS",*04q4n*,,,,
Roberto Chirinos,NYY,SS,*04ml7*,,,,
Jack Choate,SF,SP,*066cx*,,,,
Jesus Cisneros,SD,RP,*050yn*,,,,
Connor Cooke,TOR,SP,*05yfb*,,,,
Jose Cordero,SD,OF,*05gtf*,,,,
Joshua Cornielly,NYM,RP,*05h7g*,,,,
Clint Coulter,STL,OF,*02mw9*,,,,
Javier D'Orazio,ARI,C,*0520t*,,,,
Grant Dayton,LAA,RP,*02hks*,,,,
Delino DeShields,SEA,OF,*01tji*,,,,
Trenton Denholm,BOS,SP,*05jpf*,,,,
Daniel Duarte,CIN,RP,*05y12*,,,,
Stevie Emanuels,OAK,P,*05jpn*,,,,
Juan Daniel Encarnacion,BOS,SP,*05ydx*,,,,
Jean Carlos Encarnacion,(N/A),3B,*04fpw*,,,,
Lazaro Estrada,TOR,SP,*04up8*,,,,
Albert Fabian,SD,OF,*04z95*,,,,
Trey Faltine,CIN,SS,*05ua2*,,,,
Michael Feliz,NYY,RP,*02z6i*,,,,
Frankeny Fernandez,HOU,2B,*03mm9*,,,,
Vince Fernandez,COL,OF,*041ve*,,,,
Garrett Frechette,SF,1B,*05148*,,,,
Caleb Freeman,CHW,SP,*051bd*,,,,
Alec Gamboa,LAD,P,*05173*,,,,
Jake Garland,OAK,SP,*066dh*,,,,
Spencer Giesting,ARI,SP,*0648o*,,,,
Gio Gonzalez,MIA,RP,*00z7r*,,,,
Mavis Graves,PHI,SP,*06578*,,,,
Tayden Hall,MIL,C,*066b5*,,,,
John Hicks,PHI,C,*02bt6*,,,,
Logan Hofmann,PIT,P,*05mrq*,,,,
Colin Houck,(N/A),SS,*066nf*,,,,
Juan Jerez,PIT,2B,*04zaz*,,,,
JaCoby Jones,(N/A),OF,*01uvc*,,,,
Mitchell Kilkenny,COL,P,*04pmz*,,,,
Yeniel Laboy,OAK,3B,*066cc*,,,,
Cesar Lares,MIN,SP,*066t8*,,,,
Caden Lemons,MIL,SP,*04eev*,,,,
Jackson Loftin,HOU,SS,*066lm*,,,,
Joel Machado,CHC,SP,*04yb9*,,,,
Ynmanol Marinez,MIA,SS,*04l9z*,,,,
J.P. Massey,SD,SP,*0648t*,,,,
D.J. McCarty,TEX,SP,*05y5h*,,,,
Kade McClure,SF,SP,*04ehg*,,,,
Sam McWilliams,(N/A),RP,*03dgk*,,,,
Matt Mercer,(N/A),SP,*04pqx*,,,,
Victor Mesia,TOR,C,*05gsh*,,,,
Michell Miliano,PIT,RP,*04ajs*,,,,
Chris Mokma,MIA,P,*05195*,,,,
Austin Murr,DET,OF,*05xpz*,,,,
Carlos Narvaez,NYY,C,*048tn*,,,,
Jack Neely,NYY,SP,*05y7r*,,,,
Nathaniel Ochoa Leyva,WSH,3B,*0664i*,,,,
Cristian Pacheco,ARI,SP,*05r9s*,,,,
Chad Patrick,ARI,SP,*05yb8*,,,,
Hunter Patteson,KC,SP,*06490*,,,,
Jhoan Paulino,OAK,SS,*04vew*,,,,
Mark Payton,(N/A),OF,*031eg*,,,,
Odalys Peguero,TB,SS,*05nny*,,,,
Juan Pie,PIT,OF,*04nb7*,,,,
Mark Prior,CIN,SP,*004f9*,,,,
Juremi Profar,TEX,3B,*02wc3*,,,,
Rafael Ramirez,CLE,SS,*061zl*,,,,
Jeffrey Ramos,ATL,OF,*04kvu*,,,,
Brian Rey,CIN,"2B,OF",*04px0*,,,,
Ben Rice,NYY,C,*05yo5*,,,,
Eduardo Rivera,OAK,SP,*05y40*,,,,
Sebastian Rivero,CHW,C,*04aod*,,,,
Edgardo Rodriguez,STL,C,*04v94*,,,,
TRAVIS SYKORA,(N/A),SS,*05ycl*,,,,
Caleb Sampen,TB,P,*04q2l*,,,,
Michael Sandle,HOU,OF,*05xue*,,,,
Javier Sanoja,MIA,3B,*062ho*,,,,
Danny Santana,(N/A),OF,*02iyj*,,,,
Reid Schaller,WSH,SP,*04ppy*,,,,
Phillip Sikes,BOS,OF,*05y6u*,,,,
Joe Smith,(N/A),RP,*000in*,,,,
Malfrin Sosa,MIN,OF,*05aoo*,,,,
Kellen Strahm,TEX,OF,*05147*,,,,
Billy Sullivan,OAK,SP,*05nmx*,,,,
Miguel Tejada Jr.,PHI,OF,*04lnv*,,,,
Chris Torres,MIA,SS,*03mfo*,,,,
Francisco Urbaez,CIN,SS,*05u5c*,,,,
Anthuan Valencia,CIN,SS,*05yie*,,,,
Colin Walsh,LAA,3B,*02hme*,,,,
Jack Weisenburger,OAK,P,*051fp*,,,,
Charlie Welch,SEA,C,*05yc1*,,,,
Garrett Williams,OAK,SP,*041t5*,,,,
Kenyon Yovan,LAA,1B,*05y7g*,,,,
Imani Abdullah,LAD,P,*03qpw*,,,,
Alexander Alberto,TB,SP,*05rh5*,,,,
Yoan Aybar,CHW,RP,*03bu6*,,,,
Luke Bard,TOR,RP,*02he4*,,,,
Jeff Belge,TB,SP,*051di*,,,,
Taylor Broadway,BOS,RP,*05y9p*,,,,
Ben Brutti,CIN,SP,*064n6*,,,,
Justin Bullock,MIL,P,*04eow*,,,,
Ryan Burr,(N/A),RP,*03qkx*,,,,
Nathanael Cruz,BOS,SP,*05ui8*,,,,
Johan Dominguez,CHW,SP,*05uxw*,,,,
Jimmy Endersby,HOU,SP,*05rc1*,,,,
Wirkin Estevez,WSH,SP,*02nee*,,,,
Ignacio Feliz,BAL,SP,*04rzy*,,,,
Will Frisch,CHC,SP,*06493*,,,,
Ralph Garza Jr.,TB,RP,*03ywr*,,,,
Conner Greene,(N/A),RP,*03749*,,,,
